Country Name,Country Code,year,gdp_real,gdp_ppp_real,gdp_per_energy,energy,log_gdp,log_energy,dlog_gdp,dlog_energy
World,WLD,2001,49412868939567.6,80592319778542.9,8.28236906177882,9730587852026.234,31.531232011046477,29.906295426748144,0.020180527369557666,0.009754031776836314
World,WLD,2002,50554835407744.4,82847121081074.9,8.34538822056975,9927293840791.367,31.554079712759844,29.926309033258363,0.02284770171336703,0.02001360651021855
World,WLD,2003,52118918453371.3,85909833585600.7,8.34073915655996,10300026409294.064,31.58454911688338,29.963167575169983,0.030469404123536492,0.03685854191162008
World,WLD,2004,54465231584489.7,90345665766089.3,8.40265409875127,10752039141955.836,31.628583661441244,30.006116540137597,0.0440345445578636,0.042948964967614245
World,WLD,2005,56673544164731.9,94500662250049.1,8.55144252972779,11050844570554.256,31.668328624559162,30.03352797269592,0.03974496311791853,0.027411432558324123
World,WLD,2006,59210348113404.5,99417130223697.4,8.74831507726613,11364146049340.225,31.71211744175582,30.061484431768584,0.04378881719665628,0.0279564590726622
World,WLD,2007,61823800945165.4,104612869733906.0,8.96374515001901,11670665328284.588,31.755309534811772,30.08809957245148,0.04319209305595351,0.026615140682896055
World,WLD,2008,63117398807667.0,107565079664721.0,9.10982305376283,11807592642569.61,31.776017581345567,30.09976388476421,0.020708046533794544,0.011664312312731795
World,WLD,2009,62285101784074.8,106878601743723.0,9.13583219428124,11698835910167.639,31.762743376432,30.09051045792485,-0.0132742049135679,-0.009253426839361367
World,WLD,2010,65103029475797.8,112356258986890.0,9.10115370173834,12345276507683.824,31.80699219978686,30.14429463682915,0.04424882335485947,0.05378417890430143
World,WLD,2011,67276821813552.3,116792115186649.0,9.30149139305652,12556278369921.762,31.839836892272253,30.161241924933424,0.032844692485394233,0.01694728810427293
World,WLD,2012,69114292959206.7,120464391619854.0,9.46301825185557,12730017887922.023,31.866782669874386,30.174983933675353,0.026945777602133347,0.013742008741928657
World,WLD,2013,71110411922590.2,124406939304246.0,9.62185633594534,12929619291808.217,31.895254882559133,30.190541864489838,0.028472212684746978,0.015557930814484422
World,WLD,2014,73338313563659.0,128697476222905.0,9.83647431759275,13083699714716.557,31.92610428353858,30.202388274769362,0.03084940097944866,0.011846410279524378
World,WLD,2015,75621913961646.1,132968569072148.0,10.1544374378503,13094626845256.09,31.956767224328193,30.203223097510925,0.03066294078961107,0.0008348227415631015
World,WLD,2016,77734481755129.3,137272012747644.0,10.388201591714,13214223033285.863,31.984320055492944,30.21231486795335,0.027552831164751268,0.009091770442424263
World,WLD,2017,80417743987091.4,142505340699153.0,10.5619365353684,13492349648376.525,32.01825596412047,30.233143948029078,0.0339359086275266,0.020829080075728257
World,WLD,2018,83050587362222.7,147702373822993.0,10.683405164958,13825402251658.746,32.05047102435565,30.257528758874518,0.03221506023518117,0.024384810845440086
World,WLD,2019,85275610244218.1,152076274136857.0,10.8753774679386,13983539843576.82,32.07690960039901,30.268902028377607,0.026438576043361195,0.011373269503089034
World,WLD,2020,82803280050477.7,147759549338760.0,10.8610052894868,13604592337487.195,32.047488790671345,30.241428523546297,-0.02942080972766803,-0.027473504831309725
World,WLD,2021,88113743893150.0,157355030398695.0,10.9238678180239,14404699234740.477,32.109649640030895,30.298575605020442,0.06216084935955024,0.05714708147414527
World,WLD,2022,91112302917180.8,163062160489275.0,11.2245127878309,14527326358972.078,32.1431139595634,30.30705256824961,0.033464319532505726,0.008476963229167467
World,WLD,2023,93798835497645.3,168686420963648.0,11.4195744228222,14771690670584.494,32.172173557126406,30.32373367244674,0.029059597563005468,0.016681104197129315
